1,1,121.17,336.09,136.19,55.69,0.8704,-1,-1,-1
1,2,733.59,268.21,72.67,36.87,0.8040,-1,-1,-1
1,3,223.87,251.48,81.68,40.59,0.6424,-1,-1,-1
2,1,100.03,339.23,141.14,57.91,0.8594,-1,-1,-1
2,2,723.09,269.98,71.34,36.82,0.8173,-1,-1,-1
2,3,222.92,251.05,80.56,41.21,0.6797,-1,-1,-1
3,1,77.64,342.23,143.76,58.88,0.8539,-1,-1,-1
3,2,709.72,271.98,73.70,37.11,0.7890,-1,-1,-1
3,3,223.12,251.51,80.72,41.20,0.7286,-1,-1,-1
4,1,51.18,345.39,147.51,60.45,0.8539,-1,-1,-1
4,2,695.12,272.98,75.46,38.14,0.7998,-1,-1,-1
4,3,222.02,252.00,81.65,41.03,0.7480,-1,-1,-1
5,1,24.31,347.93,150.51,62.87,0.8641,-1,-1,-1
5,2,680.32,275.35,76.93,38.22,0.7851,-1,-1,-1
5,3,218.59,251.81,84.33,41.11,0.7648,-1,-1,-1
6,1,1.43,352.83,149.56,63.60,0.8471,-1,-1,-1
6,2,666.38,276.79,77.45,39.83,0.8161,-1,-1,-1
6,3,215.05,251.91,88.09,41.29,0.7501,-1,-1,-1
7,1,0.00,356.29,128.45,65.34,0.8645,-1,-1,-1
7,2,650.67,279.39,79.84,39.74,0.8279,-1,-1,-1
7,3,214.50,252.23,89.23,41.13,0.7749,-1,-1,-1
8,1,0.00,361.01,104.77,66.42,0.8247,-1,-1,-1
8,2,635.96,280.93,81.57,40.58,0.8425,-1,-1,-1
8,3,213.45,252.44,90.10,40.99,0.8021,-1,-1,-1
9,1,0.00,365.88,80.97,59.49,0.8246,-1,-1,-1
9,2,621.41,282.73,82.79,41.43,0.8415,-1,-1,-1
9,3,213.05,252.57,90.01,40.93,0.7974,-1,-1,-1
10,1,0.00,369.90,54.33,56.01,0.7871,-1,-1,-1
10,2,605.45,284.90,84.30,41.74,0.8472,-1,-1,-1
10,3,211.62,252.55,90.59,40.88,0.8051,-1,-1,-1
11,1,0.00,377.00,29.24,52.83,0.4219,-1,-1,-1
11,2,590.23,287.28,85.91,41.85,0.8319,-1,-1,-1
11,3,210.57,252.73,92.64,40.82,0.8097,-1,-1,-1
12,2,576.47,288.84,85.70,42.68,0.6322,-1,-1,-1
12,3,208.88,252.52,94.42,41.03,0.7846,-1,-1,-1
13,2,559.85,290.32,87.93,43.13,0.7845,-1,-1,-1
13,3,208.85,253.04,94.60,40.60,0.7545,-1,-1,-1
14,2,543.83,293.66,88.93,55.03,0.4723,-1,-1,-1
14,3,208.88,253.39,94.71,40.43,0.7519,-1,-1,-1
15,2,527.99,295.80,90.90,59.39,0.3421,-1,-1,-1
15,3,208.84,253.47,94.38,40.31,0.7903,-1,-1,-1
16,2,510.54,302.93,92.30,47.68,0.2935,-1,-1,-1
16,3,208.28,253.52,95.23,40.10,0.7936,-1,-1,-1
16,7,491.56,211.59,102.73,57.71,0.2787,-1,-1,-1
17,2,493.49,303.86,89.08,45.43,0.3118,-1,-1,-1
17,3,208.50,253.48,94.01,40.28,0.8122,-1,-1,-1
17,7,490.56,211.86,103.44,58.17,0.4587,-1,-1,-1
18,2,475.65,305.24,94.67,45.74,0.7550,-1,-1,-1
18,3,207.08,253.06,95.25,40.52,0.8068,-1,-1,-1
18,7,494.02,212.01,98.47,58.78,0.2830,-1,-1,-1
19,2,458.46,307.48,84.13,45.95,0.7260,-1,-1,-1
19,3,207.61,253.17,94.98,40.51,0.7846,-1,-1,-1
20,2,441.30,308.46,91.25,48.82,0.8063,-1,-1,-1
20,3,208.11,253.27,94.37,40.26,0.8097,-1,-1,-1
20,7,491.61,211.05,101.97,60.04,0.3907,-1,-1,-1
21,2,424.18,311.85,97.56,48.58,0.8351,-1,-1,-1
21,3,207.71,253.24,95.76,40.40,0.7508,-1,-1,-1
22,2,405.61,314.71,102.58,49.69,0.8363,-1,-1,-1
22,3,208.37,253.47,94.62,40.27,0.7865,-1,-1,-1
23,2,387.27,317.50,105.61,50.70,0.8287,-1,-1,-1
23,3,208.37,253.47,94.73,40.36,0.7704,-1,-1,-1
24,2,369.13,318.96,107.33,53.61,0.8567,-1,-1,-1
24,3,208.58,253.62,94.70,40.16,0.7921,-1,-1,-1
25,2,349.91,321.48,109.12,55.21,0.8531,-1,-1,-1
25,3,209.01,253.73,94.24,40.10,0.8028,-1,-1,-1
26,2,329.90,325.02,111.34,55.89,0.8402,-1,-1,-1
26,3,208.56,253.84,94.83,39.95,0.7807,-1,-1,-1
27,2,309.49,329.04,114.14,55.81,0.8333,-1,-1,-1
27,3,208.44,253.65,94.43,40.23,0.7869,-1,-1,-1
27,7,491.90,213.52,102.09,55.76,0.2519,-1,-1,-1
28,2,289.54,333.45,115.94,56.22,0.8591,-1,-1,-1
28,3,208.22,253.48,94.79,40.39,0.7788,-1,-1,-1
29,2,266.83,336.85,119.79,57.30,0.8621,-1,-1,-1
29,3,207.88,253.37,95.14,40.45,0.7852,-1,-1,-1
30,2,245.55,340.52,123.14,58.07,0.8451,-1,-1,-1
30,3,208.17,253.23,94.82,40.42,0.8135,-1,-1,-1
30,7,490.61,211.63,103.58,56.13,0.2500,-1,-1,-1
31,2,223.81,343.47,125.83,59.95,0.8454,-1,-1,-1
31,3,207.52,253.00,95.14,40.60,0.7887,-1,-1,-1
32,2,200.74,345.70,129.07,62.02,0.8612,-1,-1,-1
32,3,208.14,253.13,94.78,40.34,0.7727,-1,-1,-1
